condition,round_id,num_agents,total_contribution,average_contribution,std_contribution,average_payoff,std_payoff,average_prediction_error,num_predictions
belief_mixed,89,30,54,1.8,0.8052,11.08,0.8052,0.5749,348
belief_mixed,90,30,57,1.9,0.803,11.14,0.803,0.5553,348
belief_mixed,91,30,52,1.7333,0.6397,11.04,0.6397,0.4328,348
belief_mixed,92,30,55,1.8333,0.6989,11.1,0.6989,0.4524,348
belief_mixed,93,30,54,1.8,0.8052,11.08,0.8052,0.5617,348
belief_mixed,94,30,57,1.9,0.712,11.14,0.712,0.4131,348
belief_mixed,95,30,53,1.7667,0.7739,11.06,0.7739,0.5022,348
belief_mixed,96,30,55,1.8333,0.7466,11.1,0.7466,0.4152,348
belief_mixed,97,30,48,1.6,0.8137,10.96,0.8137,0.4805,348
belief_mixed,98,30,56,1.8667,0.8604,11.12,0.8604,0.4564,348
belief_mixed,99,30,54,1.8,0.8867,11.08,0.8867,0.578,348
belief_mixed,100,30,52,1.7333,0.7849,11.04,0.7849,0.5011,348
belief_mixed,101,30,54,1.8,0.8052,11.08,0.8052,0.4384,348
belief_mixed,102,30,52,1.7333,0.9803,11.04,0.9803,0.5436,348
belief_mixed,103,30,56,1.8667,0.6814,11.12,0.6814,0.4566,348
belief_mixed,104,30,56,1.8667,0.8996,11.12,0.8996,0.576,348
belief_mixed,105,30,49,1.6333,0.8503,10.98,0.8503,0.5443,348
belief_mixed,106,30,51,1.7,0.7944,11.02,0.7944,0.4535,348
belief_mixed,107,30,61,2.0333,0.6687,11.22,0.6687,0.6024,348
belief_mixed,108,30,52,1.7333,0.8683,11.04,0.8683,0.5282,348
belief_mixed,109,30,56,1.8667,0.7303,11.12,0.7303,0.4913,348
belief_mixed,110,30,53,1.7667,0.7279,11.06,0.7279,0.3541,348
belief_mixed,111,30,48,1.6,0.6747,10.96,0.6747,0.4865,348
belief_mixed,112,30,53,1.7667,0.8584,11.06,0.8584,0.5669,348
belief_mixed,113,30,49,1.6333,0.7184,10.98,0.7184,0.562,348
belief_mixed,114,30,53,1.7667,0.7739,11.06,0.7739,0.5292,348
belief_mixed,115,30,52,1.7333,0.7397,11.04,0.7397,0.3579,348
belief_mixed,116,30,62,2.0667,0.8277,11.24,0.8277,0.6609,348
belief_mixed,117,30,52,1.7333,0.5833,11.04,0.5833,0.2857,348
belief_mixed,118,30,58,1.9333,0.8683,11.16,0.8683,0.6186,348
belief_mixed,119,30,57,1.9,0.712,11.14,0.712,0.6241,348
belief_mixed,120,30,51,1.7,0.7944,11.02,0.7944,0.4278,348
belief_mixed,121,30,45,1.5,0.7311,10.9,0.7311,0.5202,348
belief_mixed,122,30,53,1.7667,0.9353,11.06,0.9353,0.772,348
belief_mixed,123,30,51,1.7,0.7497,11.02,0.7497,0.5542,348
belief_mixed,124,30,55,1.8333,0.5921,11.1,0.5921,0.4502,348
belief_mixed,125,30,55,1.8333,0.8743,11.1,0.8743,0.5619,348
belief_mixed,126,30,57,1.9,0.712,11.14,0.712,0.4952,348
belief_mixed,127,30,51,1.7,0.7944,11.02,0.7944,0.5709,348
belief_mixed,128,30,51,1.7,0.8367,11.02,0.8367,0.5449,348
belief_mixed,129,30,55,1.8333,0.7915,11.1,0.7915,0.5838,348
belief_mixed,130,30,56,1.8667,0.9371,11.12,0.9371,0.6279,348
belief_mixed,131,30,53,1.7667,0.6261,11.06,0.6261,0.4245,348
belief_mixed,132,30,58,1.9333,0.9444,11.16,0.9444,0.6478,348
belief_mixed,133,30,57,1.9,0.803,11.14,0.803,0.5549,348
belief_mixed,134,30,57,1.9,0.8449,11.14,0.8449,0.4688,348
belief_mixed,135,30,57,1.9,0.712,11.14,0.712,0.5625,348
belief_mixed,136,30,55,1.8333,0.8743,11.1,0.8743,0.588,348
belief_mixed,137,30,53,1.7667,0.7739,11.06,0.7739,0.5185,348
belief_mixed,138,30,59,1.9667,0.8899,11.18,0.8899,0.5405,348
belief_mixed,139,30,52,1.7333,0.8277,11.04,0.8277,0.5739,348
belief_mixed,140,30,58,1.9333,0.6397,11.16,0.6397,0.4361,348
belief_mixed,141,30,53,1.7667,0.6261,11.06,0.6261,0.3453,348
belief_mixed,142,30,50,1.6667,0.7112,11.0,0.7112,0.4092,348
belief_mixed,143,30,53,1.7667,0.8172,11.06,0.8172,0.4599,348
belief_mixed,144,30,53,1.7667,0.7739,11.06,0.7739,0.5591,348
belief_mixed,145,30,57,1.9,0.712,11.14,0.712,0.4603,348
belief_mixed,146,30,53,1.7667,0.7279,11.06,0.7279,0.363,348
belief_mixed,147,30,52,1.7333,0.7397,11.04,0.7397,0.5157,348
belief_mixed,148,30,50,1.6667,0.7581,11.0,0.7581,0.4984,348
belief_mixed,149,30,56,1.8667,0.8193,11.12,0.8193,0.436,348
belief_mixed,150,30,55,1.8333,0.7915,11.1,0.7915,0.5003,348
belief_mixed,151,30,56,1.8667,0.7303,11.12,0.7303,0.4808,348
belief_mixed,152,30,55,1.8333,0.5921,11.1,0.5921,0.5044,348
belief_mixed,153,30,48,1.6,0.8137,10.96,0.8137,0.4705,348
belief_mixed,154,30,52,1.7333,0.8277,11.04,0.8277,0.4166,348
belief_mixed,155,30,52,1.7333,0.8277,11.04,0.8277,0.5151,348
belief_mixed,156,30,55,1.8333,0.7466,11.1,0.7466,0.5205,348
belief_mixed,157,30,54,1.8,0.8052,11.08,0.8052,0.4971,348
belief_mixed,158,30,55,1.8333,0.6989,11.1,0.6989,0.4413,348
belief_mixed,159,30,54,1.8,0.8867,11.08,0.8867,0.5056,348
belief_mixed,160,30,48,1.6,0.6215,10.96,0.6215,0.4255,348
belief_mixed,161,30,57,1.9,0.6618,11.14,0.6618,0.4241,348
belief_mixed,162,30,56,1.8667,0.6288,11.12,0.6288,0.4916,348
belief_mixed,163,30,52,1.7333,0.7397,11.04,0.7397,0.4682,348
belief_mixed,164,30,57,1.9,0.6618,11.14,0.6618,0.5042,348
belief_mixed,165,30,52,1.7333,0.8277,11.04,0.8277,0.4295,348
belief_mixed,166,30,51,1.7,0.8367,11.02,0.8367,0.5196,348
belief_mixed,167,30,50,1.6667,0.5467,11.0,0.5467,0.3684,348
belief_mixed,168,30,50,1.6667,0.7112,11.0,0.7112,0.4812,348
belief_mixed,169,30,56,1.8667,0.7303,11.12,0.7303,0.4097,348
belief_mixed,170,30,49,1.6333,0.7649,10.98,0.7649,0.5899,348
belief_mixed,171,30,49,1.6333,0.8087,10.98,0.8087,0.5874,348
belief_mixed,172,30,53,1.7667,0.7739,11.06,0.7739,0.5431,348
belief_mixed,173,30,55,1.8333,0.6989,11.1,0.6989,0.4272,348
belief_mixed,174,30,56,1.8667,0.8996,11.12,0.8996,0.5534,348
belief_mixed,175,30,53,1.7667,0.7739,11.06,0.7739,0.5374,348
belief_mixed,176,30,53,1.7667,0.7279,11.06,0.7279,0.5508,348
belief_mixed,177,30,51,1.7,0.8367,11.02,0.8367,0.5528,348
belief_mixed,178,30,62,2.0667,0.7849,11.24,0.7849,0.4923,348
belief_mixed,179,30,51,1.7,0.7944,11.02,0.7944,0.5291,348
belief_mixed,180,30,50,1.6667,0.8023,11.0,0.8023,0.4455,348
belief_mixed,181,30,59,1.9667,0.8087,11.18,0.8087,0.6101,348
belief_mixed,182,30,47,1.5667,0.7279,10.94,0.7279,0.3975,348
belief_mixed,183,30,60,2,0.9097,11.2,0.9097,0.4857,348
belief_mixed,184,30,54,1.8,0.7144,11.08,0.7144,0.4953,348
belief_mixed,185,30,52,1.7333,0.7397,11.04,0.7397,0.4673,348
belief_mixed,186,30,54,1.8,0.8052,11.08,0.8052,0.5117,348
belief_mixed,187,30,57,1.9,0.8449,11.14,0.8449,0.5161,348
belief_mixed,188,30,51,1.7,0.7022,11.02,0.7022,0.4431,348
belief_mixed,189,30,55,1.8333,0.6989,11.1,0.6989,0.4818,348
belief_mixed,190,30,61,2.0333,0.7649,11.22,0.7649,0.6139,348
belief_mixed,191,30,47,1.5667,0.8584,10.94,0.8584,0.5198,348
belief_mixed,192,30,54,1.8,0.8469,11.08,0.8469,0.557,348
belief_mixed,193,30,51,1.7,0.8367,11.02,0.8367,0.5829,348
belief_mixed,194,30,52,1.7333,0.8683,11.04,0.8683,0.6298,348
belief_mixed,195,30,60,2,0.871,11.2,0.871,0.624,348
belief_mixed,196,30,53,1.7667,0.8172,11.06,0.8172,0.5317,348
belief_mixed,197,30,53,1.7667,0.7279,11.06,0.7279,0.3841,348
belief_mixed,198,30,59,1.9667,0.8899,11.18,0.8899,0.5673,348
belief_mixed,199,30,55,1.8333,0.6989,11.1,0.6989,0.3745,348
belief_mixed,200,30,54,1.8,0.8469,11.08,0.8469,0.5071,348
