condition,round_id,num_agents,total_contribution,average_contribution,std_contribution,average_payoff,std_payoff,average_prediction_error,num_predictions
belief_mixed,1,30,158,5.2667,2.518,13.16,2.518,1.8908,348
belief_mixed,2,30,134,4.4667,2.1292,12.68,2.1292,1.4023,348
belief_mixed,3,30,113,3.7667,1.5466,12.26,1.5466,1.6178,348
belief_mixed,4,30,112,3.7333,1.6386,12.24,1.6386,1.0204,348
belief_mixed,5,30,108,3.6,1.734,12.16,1.734,0.8319,348
belief_mixed,6,30,111,3.7,1.3933,12.22,1.3933,0.8092,348
belief_mixed,7,30,109,3.6333,1.5196,12.18,1.5196,0.7118,348
belief_mixed,8,30,104,3.4667,1.7564,12.08,1.7564,0.8158,348
belief_mixed,9,30,85,2.8333,1.2888,11.7,1.2888,1.3576,348
belief_mixed,10,30,83,2.7667,1.4547,11.66,1.4547,1.2083,348
belief_mixed,11,30,83,2.7667,1.1943,11.66,1.1943,1.1805,348
belief_mixed,12,30,87,2.9,1.3481,11.74,1.3481,0.8717,348
belief_mixed,13,30,85,2.8333,1.4875,11.7,1.4875,0.987,348
belief_mixed,14,30,76,2.5333,1.2243,11.52,1.2243,0.7433,348
belief_mixed,15,30,67,2.2333,0.7279,11.34,0.7279,1.0629,348
belief_mixed,16,30,52,1.7333,0.9803,11.04,0.9803,1.2662,348
belief_mixed,17,30,51,1.7,0.7944,11.02,0.7944,1.0075,348
belief_mixed,18,30,51,1.7,0.7022,11.02,0.7022,0.9315,348
belief_mixed,19,30,54,1.8,0.4842,11.08,0.4842,0.7967,348
belief_mixed,20,30,55,1.8333,0.8339,11.1,0.8339,0.669,348
belief_mixed,21,30,55,1.8333,0.6989,11.1,0.6989,0.6442,348
belief_mixed,22,30,55,1.8333,0.7915,11.1,0.7915,0.5808,348
belief_mixed,23,30,55,1.8333,0.8339,11.1,0.8339,0.5493,348
belief_mixed,24,30,53,1.7667,0.7279,11.06,0.7279,0.5014,348
belief_mixed,25,30,60,2,0.8305,11.2,0.8305,0.5527,348
belief_mixed,26,30,47,1.5667,0.8976,10.94,0.8976,0.5035,348
belief_mixed,27,30,52,1.7333,0.7849,11.04,0.7849,0.3273,348
belief_mixed,28,30,57,1.9,0.803,11.14,0.803,0.416,348
belief_mixed,29,30,53,1.7667,0.8584,11.06,0.8584,0.5959,348
belief_mixed,30,30,53,1.7667,0.8584,11.06,0.8584,0.4767,348
belief_mixed,31,30,48,1.6,0.7701,10.96,0.7701,0.4882,348
belief_mixed,32,30,60,2,0.5872,11.2,0.5872,0.4349,348
belief_mixed,33,30,50,1.6667,0.6609,11.0,0.6609,0.4225,348
belief_mixed,34,30,57,1.9,0.7589,11.14,0.7589,0.4128,348
belief_mixed,35,30,56,1.8667,0.7303,11.12,0.7303,0.4609,348
belief_mixed,36,30,53,1.7667,0.8976,11.06,0.8976,0.4734,348
belief_mixed,37,30,54,1.8,0.8469,11.08,0.8469,0.6325,348
belief_mixed,38,30,51,1.7,0.7944,11.02,0.7944,0.4815,348
belief_mixed,39,30,55,1.8333,0.6477,11.1,0.6477,0.5282,348
belief_mixed,40,30,48,1.6,0.6747,10.96,0.6747,0.4699,348
belief_mixed,41,30,54,1.8,0.9248,11.08,0.9248,0.5348,348
belief_mixed,42,30,50,1.6667,0.8023,11.0,0.8023,0.5277,348
belief_mixed,43,30,57,1.9,0.7589,11.14,0.7589,0.6446,348
